text_index,emotion,company
36,adequate,Apple
43,happy,Apple
48,happy,Apple
48,happy,Apple
51,attached,Apple
62,fearful,Apple
70,happy,Apple
74,happy,Apple
82,attracted,Apple
88,free,Apple
97,derailed,Apple
101,independent,Apple
101,happy,Apple
107,ecstatic,Apple
121,happy,Apple
125,happy,Apple
129,sad,Apple
135,happy,Apple
141,happy,Apple
164,happy,Apple
170,alone,Apple
174,happy,Apple
185,happy,Apple
185,happy,Apple
204,sad,Apple
209,happy,Apple
215,sad,Apple
217,happy,Apple
223,lost,Apple
228,happy,Apple
230,attached,Apple
233,sad,Apple
248,demoralized,Apple
254,fearless,Apple
255,happy,Apple
260,happy,Apple
260,happy,Apple
260,happy,Apple
265,happy,Apple
267,demoralized,Apple
267,happy,Apple
267,loved,Apple
269,happy,Apple
269,happy,Apple
273,powerless,Apple
274,demoralized,Apple
282,sad,Apple
310,fearless,Apple
313,happy,Apple
313,happy,Apple
313,sad,Apple
313,happy,Apple
325,happy,Apple
327,apathetic,Apple
328,happy,Apple
330,happy,Apple
332,happy,Apple
336,happy,Apple
336,ecstatic,Apple
352,fearless,Apple
355,happy,Apple
364,safe,Apple
364,adequate,Apple
366,esteemed,Apple
367,happy,Apple
386,free,Apple
387,angry,Apple
407,attached,Apple
414,happy,Apple
414,lustful,Apple
417,powerless,Apple
440,sad,Apple
445,happy,Apple
456,happy,Apple
473,esteemed,Apple
475,sad,Apple
493,happy,Apple
499,hated,Apple
516,happy,Apple
516,happy,Apple
526,lost,Apple
527,happy,Apple
533,fearless,Apple
534,attached,Apple
546,happy,Apple
555,happy,Apple
560,focused,Apple
596,happy,Apple
605,demoralized,Apple
614,sad,Apple
615,happy,Apple
640,happy,Apple
642,happy,Apple
643,angry,Apple
649,happy,Apple
664,happy,Apple
667,free,Apple
669,surprise,Apple
671,sad,Apple
682,happy,Apple
685,free,Apple
687,surprise,Apple
689,sad,Apple
701,powerless,Apple
718,independent,Apple
719,attached,Apple
719,powerless,Apple
723,powerless,Apple
727,happy,Apple
742,happy,Apple
744,powerless,Apple
754,happy,Apple
779,happy,Apple
789,powerless,Apple
817,fearless,Apple
819,powerless,Apple
834,lost,Apple
865,free,Apple
877,attached,Apple
896,alone,Apple
928,attracted,Apple
930,happy,Apple
937,esteemed,Apple
939,angry,Apple
958,sad,Apple
962,sad,Apple
963,powerless,Apple
964,entitled,Apple
969,adequate,Apple
977,powerless,Apple
981,demoralized,Apple
997,independent,Apple
1018,free,Apple
1022,average,Apple
1022,average,Apple
1022,average,Apple
1027,fearful,Apple
1053,happy,Apple
1059,attached,Apple
1059,happy,Apple
1062,lost,Apple
1064,powerless,Apple
1069,sad,Apple
1077,powerless,Apple
1095,free,Apple
1098,free,Apple
1105,esteemed,Apple
1111,esteemed,Apple
1112,happy,Apple
1142,demoralized,Apple
1142,demoralized,Apple
1156,happy,Apple
1171,free,Apple
1172,fearful,Apple
1174,hated,Apple
1177,hated,Apple
1180,happy,Apple
1186,sad,Apple
1190,embarrassed,Apple
1191,powerless,Apple
1195,happy,Apple
1197,happy,Apple
1208,angry,Apple
1213,happy,Apple
1213,happy,Apple
1218,lost,Apple
1218,lost,Apple
1218,lost,Apple
1261,loved,Apple
1262,powerless,Apple
1265,sad,Apple
1278,powerless,Apple
1322,happy,Apple
1323,fearless,Apple
1330,happy,Apple
1330,sad,Apple
1341,average,Apple
1342,sad,Apple
1346,attracted,Apple
1359,powerless,Apple
1362,happy,Apple
1362,free,Apple
1375,alone,Apple
1385,angry,Apple
1388,happy,Apple
1411,surprise,Apple
1422,sad,Apple
1440,adequate,Apple
1448,free,Apple
1454,happy,Apple
1457,fearful,Apple
1464,powerless,Apple
1466,sad,Apple
1473,happy,Apple
1478,loved,Apple
1485,happy,Apple
1487,free,Apple
1487,powerless,Apple
1491,ecstatic,Apple
1501,attracted,Apple
1504,sad,Apple
1522,angry,Apple
1539,adequate,Apple
1550,ecstatic,Apple
1556,powerless,Apple
1561,alone,Apple
1562,angry,Apple
1567,fearful,Apple
1576,angry,Apple
1592,happy,Apple
1594,sad,Apple
1604,safe,Apple
1604,sad,Apple
1605,attached,Apple
1610,happy,Apple
1610,happy,Apple
1650,adequate,Apple
1651,lost,Apple
1669,sad,Apple
1685,sad,Apple
1698,surprise,Apple
1699,lost,Apple
1705,fearless,Apple
1717,surprise,Apple
1728,happy,Apple
1740,anxious,Apple
1745,independent,Apple
1746,fearful,Apple
1765,happy,Apple
1777,happy,Apple
1800,happy,Apple
1820,sad,Apple
1829,happy,Apple
1829,happy,Apple
1833,attracted,Apple
1856,hated,Apple
1864,lost,Apple
1869,happy,Apple
1912,free,Apple
1917,free,Apple
1930,free,Apple
1935,free,Apple
1953,happy,Apple
1957,free,Apple
1959,independent,Apple
1970,powerless,Apple
1978,bored,Apple
1988,happy,Apple
1989,adequate,Apple
1995,happy,Apple
2003,happy,Apple
2012,average,Apple
2012,happy,Apple
2017,hated,Apple
2039,ecstatic,Apple
2042,happy,Apple
2048,happy,Apple
2049,happy,Apple
2051,free,Apple
2054,sad,Apple
2054,sad,Apple
2067,angry,Apple
2068,sad,Apple
2096,obsessed,Apple
2096,powerless,Apple
2113,belittled,Apple
2118,loved,Apple
2118,sad,Apple
2127,lost,Apple
2145,sad,Apple
2149,sad,Apple
2165,happy,Apple
2165,happy,Apple
2172,happy,Apple
2172,sad,Apple
2193,attracted,Apple
2198,happy,Apple
2211,attracted,Apple
2227,free,Apple
2257,free,Apple
2276,happy,Apple
2286,sad,Apple
2290,adequate,Apple
2292,alone,Apple
2309,sad,Apple
2318,sad,Apple
2318,free,Apple
2334,happy,Apple
2336,fearful,Apple
2336,lost,Apple
2336,angry,Apple
2355,attracted,Apple
2366,happy,Apple
2376,belittled,Apple
2376,sad,Apple
2394,happy,Apple
2394,happy,Apple
2394,happy,Apple
2408,sad,Apple
2412,hated,Apple
2413,attracted,Apple
2416,angry,Apple
2419,sad,Apple
2419,sad,Apple
2426,happy,Apple
2428,happy,Apple
2441,sad,Apple
2448,sad,Apple
2454,happy,Apple
2469,happy,Apple
2472,free,Apple
2492,demoralized,Apple
2492,angry,Apple
2503,sad,Apple
2512,sad,Apple
2512,sad,Apple
2518,adequate,Apple
2536,lost,Apple
2536,lost,Apple
2570,happy,Apple
2572,powerless,Apple
2597,happy,Apple
2604,attracted,Apple
2607,happy,Apple
2615,free,Apple
2622,independent,Apple
2639,singled out,Apple
2639,happy,Apple
2665,hated,Apple
2685,sad,Apple
2692,happy,Apple
2700,free,Apple
2741,hated,Apple
2741,angry,Apple
2742,demoralized,Apple
2760,lost,Apple
2767,adequate,Apple
2767,adequate,Apple
2778,happy,Apple
2785,happy,Apple
2789,happy,Apple
2792,fearless,Apple
2794,hated,Apple
2799,ecstatic,Apple
2809,singled out,Apple
2812,sad,Apple
2819,attracted,Apple
2821,hated,Apple
2827,demoralized,Apple
2841,adequate,Apple
2851,happy,Apple
2854,happy,Apple
2858,powerless,Apple
2867,free,Apple
2876,sad,Apple
2894,happy,Apple
2946,ecstatic,Apple
2954,attached,Apple
2962,adequate,Apple
2978,happy,Apple
2986,happy,Apple
3007,hated,Apple
3011,hated,Apple
3017,free,Apple
3020,attached,Apple
3030,esteemed,Apple
3038,sad,Apple
3058,sad,Apple
3062,free,Apple
3074,embarrassed,Apple
3081,angry,Apple
3096,independent,Apple
3097,happy,Apple
3105,happy,Apple
3108,lost,Apple
3111,hated,Apple
3117,free,Apple
3121,powerless,Apple
3130,free,Apple
3130,esteemed,Apple
3132,attached,Apple
3140,hated,Apple
3140,attracted,Apple
3146,attracted,Apple
3146,focused,Apple
3151,happy,Apple
3161,adequate,Apple
3176,happy,Apple
3187,happy,Apple
3188,sad,Apple
3189,surprise,Apple
3194,happy,Apple
3205,happy,Apple
3206,sad,Apple
3207,surprise,Apple
3211,happy,Apple
3213,happy,Apple
3215,average,Apple
3219,happy,Apple
3224,lost,Apple
3233,free,Apple
3245,sad,Apple
3254,happy,Apple
3261,ecstatic,Apple
3274,fearless,Apple
3278,angry,Apple
3289,entitled,Apple
3300,happy,Apple
3304,free,Apple
3313,lost,Apple
3313,powerless,Apple
3321,attracted,Apple
3328,sad,Apple
3339,lost,Apple
3354,happy,Apple
3356,happy,Apple
3371,happy,Apple
3395,sad,Apple
3400,sad,Apple
3400,powerless,Apple
3405,adequate,Apple
3407,lost,Apple
3413,esteemed,Apple
3424,angry,Apple
3426,lost,Apple
3427,obsessed,Apple
3427,happy,Apple
3427,happy,Apple
3427,sad,Apple
3431,free,Apple
3432,free,Apple
3437,free,Apple
3438,sad,Apple
3446,attached,Apple
3446,powerless,Apple
3450,happy,Apple
3450,sad,Apple
3458,happy,Apple
3458,sad,Apple
3462,sad,Apple
3470,sad,Apple
3479,cheated,Apple
3483,free,Apple
3485,sad,Apple
3488,sad,Apple
3492,free,Apple
3508,happy,Apple
3508,happy,Apple
3511,angry,Apple
3518,sad,Apple
3543,sad,Apple
3549,focused,Apple
3549,attracted,Apple
3550,attached,Apple
3556,independent,Apple
3559,ecstatic,Apple
3576,attracted,Apple
3577,anxious,Apple
3580,happy,Apple
3584,independent,Apple
3584,sad,Apple
3588,free,Apple
3596,sad,Apple
3598,happy,Apple
3598,sad,Apple
3601,adequate,Apple
3601,lost,Apple
3605,happy,Apple
3608,fearful,Apple
3609,fearful,Apple
3610,happy,Apple
3614,sad,Apple
3635,happy,Apple
3637,adequate,Apple
3638,sad,Apple
3638,sad,Apple
3650,fearless,Apple
3652,attached,Apple
3655,happy,Apple
3656,happy,Apple
3666,happy,Apple
3670,happy,Apple
3678,happy,Apple
3692,happy,Apple
3696,sad,Apple
3699,fearless,Apple
3704,free,Apple
3705,angry,Apple
3742,powerless,Apple
3750,adequate,Apple
3752,happy,Apple
3790,powerless,Apple
3791,sad,Apple
3792,free,Apple
3805,happy,Apple
3811,demoralized,Apple
3831,demoralized,Apple
3836,sad,Apple
3847,demoralized,Apple
3852,sad,Apple
3862,free,Apple
3870,sad,Apple
3878,sad,Apple
3894,loved,Apple
3894,sad,Apple
3894,sad,Apple
3894,sad,Apple
3908,sad,Apple
3908,free,Apple
3927,demoralized,Apple
3927,embarrassed,Apple
3928,happy,Apple
3930,happy,Apple
3941,attached,Apple
3946,adequate,Apple
3946,attracted,Apple
3956,derailed,Apple
3958,apathetic,Apple
3966,angry,Apple
3968,demoralized,Apple
3977,average,Apple
3982,lost,Apple
3982,happy,Apple
3982,esteemed,Apple
3995,happy,Apple
3998,attracted,Apple
4006,happy,Apple
4019,happy,Apple
4023,hated,Apple
4035,powerless,Apple
4067,lost,Apple
4071,free,Apple
4087,happy,Apple
4087,happy,Apple
4099,fearless,Apple
4099,happy,Apple
4100,sad,Apple
4122,attracted,Apple
4129,sad,Apple
4153,happy,Apple
4165,singled out,Apple
4166,independent,Apple
4183,angry,Apple
4192,lost,Apple
4194,happy,Apple
4208,fearful,Apple
4218,sad,Apple
4219,adequate,Apple
4221,attracted,Apple
4224,powerless,Apple
4264,fearful,Apple
4282,attracted,Apple
4291,singled out,Apple
4308,attracted,Apple
4327,sad,Apple
4340,attached,Apple
4344,sad,Apple
4351,sad,Apple
4351,sad,Apple
4355,happy,Apple
4355,sad,Apple
4357,adequate,Apple
4378,sad,Apple
4378,hated,Apple
4381,sad,Apple
4414,happy,Apple
4416,sad,Apple
4420,happy,Apple
4439,happy,Apple
4448,free,Apple
4453,free,Apple
4467,free,Apple
4472,free,Apple
4499,happy,Apple
4501,sad,Apple
4523,sad,Apple
4530,apathetic,Apple
4566,powerless,Apple
4594,free,Apple
4595,happy,Apple
4595,happy,Apple
4604,attracted,Apple
4604,hated,Apple
4611,happy,Apple
4612,sad,Apple
4642,focused,Apple
4646,lost,Apple
4656,attached,Apple
4664,attached,Apple
4669,sad,Apple
4670,fearful,Apple
4672,sad,Apple
4674,sad,Apple
4676,free,Apple
4678,free,Apple
4681,alone,Apple
4684,independent,Apple
4687,lost,Apple
4694,sad,Apple
4697,alone,Apple
4704,happy,Apple
4705,free,Apple
4705,fearless,Apple
4705,happy,Apple
4713,fearful,Apple
4716,attached,Apple
4716,demoralized,Apple
4746,loved,Apple
4750,angry,Apple
4763,attracted,Apple
4765,happy,Apple
4768,fearful,Apple
4768,fearful,Apple
4773,sad,Apple
4780,sad,Apple
4786,sad,Apple
4806,powerless,Apple
4806,angry,Apple
4808,happy,Apple
4810,sad,Apple
4820,angry,Apple
4823,happy,Apple
4832,fearful,Apple
4834,happy,Apple
4836,attached,Apple
4842,angry,Apple
4849,demoralized,Apple
4849,angry,Apple
4867,fearful,Apple
4909,powerless,Apple
4909,free,Apple
4924,apathetic,Apple
4925,happy,Apple
4934,attracted,Apple
4938,sad,Apple
4940,happy,Apple
4970,angry,Apple
5006,free,Apple
5012,attached,Apple
5012,sad,Apple
5018,demoralized,Apple
5027,adequate,Apple
5029,powerless,Apple
5033,loved,Apple
5040,happy,Apple
5047,powerless,Apple
5051,loved,Apple
5058,happy,Apple
5065,powerless,Apple
5069,free,Apple
5073,free,Apple
5074,loved,Apple
5085,happy,Apple
5093,esteemed,Apple
5107,lost,Apple
5109,happy,Apple
5110,happy,Apple
5129,happy,Apple
5147,lustful,Apple
5150,fearless,Apple
5156,demoralized,Apple
5162,lost,Apple
5164,happy,Apple
5171,happy,Apple
5190,happy,Apple
5192,adequate,Apple
5195,surprise,Apple
5205,happy,Apple
5207,happy,Apple
5215,sad,Apple
5216,happy,Apple
5218,happy,Apple
5220,adequate,Apple
5226,sad,Apple
5239,happy,Apple
5241,singled out,Apple
5249,happy,Apple
5265,happy,Apple
5276,attached,Apple
5276,attached,Apple
5285,angry,Apple
5297,sad,Apple
5299,free,Apple
5303,happy,Apple
5306,happy,Apple
5326,happy,Apple
5326,attached,Apple
5326,attached,Apple
5328,surprise,Apple
5336,average,Apple
5336,fearful,Apple
5348,free,Apple
5359,fearless,Apple
5360,lost,Apple
5365,sad,Apple
5365,sad,Apple
5368,hated,Apple
5375,sad,Apple
5378,sad,Apple
5393,happy,Apple
5396,happy,Apple
5406,sad,Apple
5411,sad,Apple
5429,attached,Apple
5431,happy,Apple
5435,happy,Apple
5452,happy,Apple
5458,powerless,Apple
5466,attached,Apple
5466,attached,Apple
5467,singled out,Apple
5469,happy,Apple
5482,happy,Apple
5484,happy,Apple
5487,loved,Apple
5506,happy,Apple
5514,fearful,Apple
5515,average,Apple
5518,powerless,Apple
5528,safe,Apple
5535,fearless,Apple
5547,attached,Apple
5551,happy,Apple
5553,powerless,Apple
5565,happy,Apple
5570,independent,Apple
5589,ecstatic,Apple
5592,adequate,Apple
5596,loved,Apple
5598,angry,Apple
5603,happy,Apple
5609,powerless,Apple
5622,angry,Apple
5628,happy,Apple
5628,happy,Apple
5635,sad,Apple
5636,sad,Apple
5638,happy,Apple
5641,sad,Apple
5641,sad,Apple
5643,hated,Apple
5659,loved,Apple
5660,esteemed,Apple
5678,loved,Apple
5679,esteemed,Apple
5691,free,Apple
5691,free,Apple
5696,attracted,Apple
5697,free,Apple
5703,hated,Apple
5732,attached,Apple
5733,lost,Apple
5743,attached,Apple
5746,sad,Apple
5746,fearful,Apple
5755,lost,Apple
5756,sad,Apple
5758,embarrassed,Apple
5771,sad,Apple
5771,powerless,Apple
5781,alone,Apple
5786,attached,Apple
5793,esteemed,Apple
5794,demoralized,Apple
5798,happy,Apple
5818,happy,Apple
5820,sad,Apple
5828,sad,Apple
5835,sad,Apple
5838,free,Apple
5853,happy,Apple
5861,happy,Apple
5863,happy,Apple
5924,happy,Apple
5936,lost,Apple
5955,demoralized,Apple
5955,average,Apple
5955,demoralized,Apple
5992,demoralized,Apple
5995,lost,Apple
6009,sad,Apple
6011,sad,Apple
6015,average,Apple
6024,demoralized,Apple
6025,adequate,Apple
6027,sad,Apple
6027,sad,Apple
6029,independent,Apple
6033,attracted,Apple
6035,happy,Apple
6039,powerless,Apple
6048,attracted,Apple
6052,attached,Apple
6069,powerless,Apple
6077,attracted,Apple
6081,happy,Apple
6087,powerless,Apple
6092,free,Apple
6109,sad,Apple
6117,average,Apple
6120,happy,Apple
6120,happy,Apple
6120,powerless,Apple
6134,independent,Apple
6135,average,Apple
6136,sad,Apple
6148,fearful,Apple
6175,fearless,Apple
6189,sad,Apple
6192,happy,Apple
6226,sad,Apple
6230,esteemed,Apple
6231,apathetic,Apple
6239,happy,Apple
6245,lost,Apple
6245,attached,Apple
6246,fearful,Apple
6327,attracted,Apple
6362,sad,Apple
6369,loved,Apple
6388,sad,Apple
6428,happy,Apple
6464,free,Apple
6484,attracted,Apple
6518,cheated,Apple
6547,attached,Apple
6548,sad,Apple
6561,happy,Apple
6562,fearless,Apple
6589,free,Apple
6607,free,Apple
6640,happy,Apple
6649,fearful,Apple
6656,lost,Apple
6665,lost,Apple
6670,powerless,Apple
6671,sad,Apple
6675,embarrassed,Apple
6689,lost,Apple
6690,alone,Apple
6704,loved,Apple
6705,happy,Apple
6714,apathetic,Apple
6722,lost,Apple
6739,free,Apple
6740,fearless,Apple
6765,sad,Apple
6765,independent,Apple
6766,fearful,Apple
6780,lost,Apple
6781,fearful,Apple
6794,happy,Apple
6802,average,Apple
6803,esteemed,Apple
6803,attracted,Apple
6808,happy,Apple
6814,happy,Apple
6821,fearful,Apple
6823,loved,Apple
6836,loved,Apple
6863,free,Apple
6874,sad,Apple
6876,happy,Apple
6914,lost,Apple
6921,free,Apple
6927,angry,Apple
6927,sad,Apple
6940,happy,Apple
6945,angry,Apple
6945,sad,Apple
6958,happy,Apple
6964,happy,Apple
6965,fearful,Apple
6976,loved,Apple
6987,happy,Apple
6988,happy,Apple
7001,happy,Apple
7007,apathetic,Apple
7022,adequate,Apple
7027,angry,Apple
7035,sad,Apple
7045,lost,Apple
7046,loved,Apple
7055,average,Apple
7059,surprise,Apple
7123,angry,Apple
7140,sad,Apple
7142,loved,Apple
7167,attracted,Apple
7181,surprise,Apple
7186,happy,Apple
7187,attracted,Apple
7189,happy,Apple
7193,free,Apple
7193,happy,Apple
7200,ecstatic,Apple
7215,ecstatic,Apple
7240,demoralized,Apple
7241,angry,Apple
7277,hated,Apple
7290,entitled,Apple
7312,entitled,Apple
7324,embarrassed,Apple
7349,sad,Apple
7361,sad,Apple
7364,attracted,Apple
7377,sad,Apple
7383,attracted,Apple
7396,entitled,Apple
7436,sad,Apple
7436,free,Apple
7438,free,Apple
7441,free,Apple
7443,lost,Apple
7455,independent,Apple
7464,fearless,Apple
7471,surprise,Apple
7480,free,Apple
7485,attracted,Apple
7510,happy,Apple
7518,loved,Apple
7531,attached,Apple
7532,obsessed,Apple
7562,loved,Apple
7567,adequate,Apple
7568,free,Apple
7586,adequate,Apple
7587,free,Apple
7614,ecstatic,Apple
7631,attracted,Apple
7633,average,Apple
7633,attached,Apple
7638,powerless,Apple
7653,happy,Apple
7660,sad,Apple
7687,free,Apple
7689,happy,Apple
7699,sad,Apple
7714,free,Apple
7719,attracted,Apple
7722,free,Apple
7727,free,Apple
7729,free,Apple
7730,sad,Apple
7736,attached,Apple
7751,attracted,Apple
7762,sad,Apple
7771,average,Apple
7781,happy,Apple
7782,happy,Apple
7797,obsessed,Apple
7804,free,Apple
7806,fearful,Apple
7813,belittled,Apple
7822,sad,Apple
7832,happy,Apple
7843,attracted,Apple
7851,angry,Apple
7860,powerless,Apple
7869,esteemed,Apple
7872,hated,Apple
7894,happy,Apple
7921,free,Apple
7921,angry,Apple
7923,happy,Apple
7930,lost,Apple
7933,fearful,Apple
7941,embarrassed,Apple
7956,happy,Apple
7964,fearful,Apple
7980,angry,Apple
7990,angry,Apple
7993,angry,Apple
8015,happy,Apple
8029,lost,Apple
8046,happy,Apple
8059,attracted,Apple
8061,happy,Apple
8082,sad,Apple
8082,happy,Apple
8089,sad,Apple
8103,sad,Apple
8108,happy,Apple
8118,free,Apple
8138,free,Apple
8166,happy,Apple
8168,lost,Apple
8168,lost,Apple
8174,attached,Apple
8203,ecstatic,Apple
8220,attached,Apple
8221,attracted,Apple
8232,ecstatic,Apple
8253,attached,Apple
8271,attached,Apple
8293,hated,Apple
8324,singled out,Apple
8325,esteemed,Apple
8331,lost,Apple
8333,happy,Apple
8333,happy,Apple
8339,esteemed,Apple
8348,sad,Apple
8375,happy,Apple
8377,sad,Apple
8406,happy,Apple
8409,free,Apple
8430,free,Apple
8431,attracted,Apple
8444,sad,Apple
8447,embarrassed,Apple
8457,sad,Apple
8471,sad,Apple
8485,angry,Apple
8499,happy,Apple
8505,happy,Apple
8507,attracted,Apple
8520,sad,Apple
8528,happy,Apple
8544,powerless,Apple
8562,demoralized,Apple
8562,lost,Apple
8563,sad,Apple
8578,happy,Apple
8611,happy,Apple
8628,free,Apple
8661,sad,Apple
8661,embarrassed,Apple
8663,happy,Apple
8686,free,Apple
8692,happy,Apple
8718,happy,Apple
8744,singled out,Apple
8746,cheated,Apple
8752,happy,Apple
8753,angry,Apple
8753,sad,Apple
8764,happy,Apple
8779,fearful,Apple
8810,embarrassed,Apple
8831,happy,Apple
8851,attracted,Apple
8867,happy,Apple
8868,lost,Apple
8868,powerless,Apple
8872,free,Apple
8887,sad,Apple
8888,demoralized,Apple
8888,happy,Apple
8899,happy,Apple
8903,happy,Apple
8909,attracted,Apple
8921,average,Apple
8939,average,Apple
8963,free,Apple
8966,fearful,Apple
8969,sad,Apple
8979,attracted,Apple
8979,attracted,Apple
8981,happy,Apple
8989,happy,Apple
9036,adequate,Apple
9056,sad,Apple
9057,lost,Apple
9074,apathetic,Apple
9087,sad,Apple
9093,alone,Apple
9119,demoralized,Apple
9124,happy,Apple
9131,happy,Apple
9136,hated,Apple
9153,lost,Apple
9157,free,Apple
9162,focused,Apple
9178,attracted,Apple
9178,powerless,Apple
9195,fearless,Apple
9198,happy,Apple
9206,attached,Apple
9206,happy,Apple
9207,free,Apple
9217,free,Apple
9221,sad,Apple
9225,free,Apple
9225,powerless,Apple
9239,happy,Apple
9241,lost,Apple
9258,sad,Apple
9258,sad,Apple
9259,attached,Apple
9259,happy,Apple
9278,surprise,Apple
9278,esteemed,Apple
9290,happy,Apple
9295,happy,Apple
9300,sad,Apple
9310,fearless,Apple
9313,happy,Apple
9327,powerless,Apple
9339,happy,Apple
9343,happy,Apple
9343,lost,Apple
9345,belittled,Apple
9346,demoralized,Apple
9355,powerless,Apple
9371,attached,Apple
9376,happy,Apple
9410,happy,Apple
9419,attached,Apple
9431,lost,Apple
9446,powerless,Apple
9461,fearless,Apple
9490,demoralized,Apple
9494,hated,Apple
9499,sad,Apple
9507,hated,Apple
9511,free,Apple
9514,happy,Apple
9515,angry,Apple
9520,adequate,Apple
9533,happy,Apple
9548,free,Apple
9558,free,Apple
9571,attached,Apple
9572,attached,Apple
9633,fearful,Apple
9638,lost,Apple
9643,sad,Apple
9657,angry,Apple
9658,free,Apple
9662,sad,Apple
9676,happy,Apple
9689,anxious,Apple
9699,powerless,Apple
9700,free,Apple
9715,ecstatic,Apple
9719,happy,Apple
9719,happy,Apple
9721,free,Apple
9722,happy,Apple
9725,entitled,Apple
9736,focused,Apple
9755,fearful,Apple
9756,free,Apple
9758,adequate,Apple
9801,sad,Apple
9801,sad,Apple
9828,cheated,Apple
9832,lost,Apple
9833,surprise,Apple
9833,lost,Apple
9844,attracted,Apple
9853,free,Apple
9856,happy,Apple
9864,fearful,Apple
9864,powerless,Apple
9864,powerless,Apple
9872,angry,Apple
9873,sad,Apple
9877,happy,Apple
9894,sad,Apple
9904,sad,Apple
9910,attracted,Apple
9911,happy,Apple
9915,happy,Apple
9918,free,Apple
9923,powerless,Apple
9926,ecstatic,Apple
9926,happy,Apple
9926,happy,Apple
9934,sad,Apple
9949,happy,Apple
9960,happy,Apple
9971,happy,Apple
9978,sad,Apple
9978,loved,Apple
9981,happy,Apple
9990,attached,Apple
9990,attached,Apple
9991,happy,Apple
10000,surprise,Apple
10003,fearful,Apple
10010,happy,Apple
10041,alone,Apple
10041,hated,Apple
10049,lost,Apple
10052,sad,Apple
10078,lost,Apple
10103,sad,Apple
10106,sad,Apple
10111,sad,Apple
10132,attracted,Apple
10135,happy,Apple
10146,lost,Apple
10151,sad,Apple
10157,happy,Apple
10157,lost,Apple
10159,attracted,Apple
10179,sad,Apple
10210,esteemed,Apple
10216,attracted,Apple
10224,happy,Apple
10230,ecstatic,Apple
10231,hated,Apple
10231,hated,Apple
10240,angry,Apple
10259,angry,Apple
10273,happy,Apple
10290,demoralized,Apple
10314,sad,Apple
10320,lost,Apple
10326,happy,Apple
10337,focused,Apple
10337,focused,Apple
10338,angry,Apple
10353,loved,Apple
10353,adequate,Apple
10356,surprise,Apple
10359,powerless,Apple
10363,alone,Apple
10366,happy,Apple
10389,sad,Apple
10392,happy,Apple
10412,sad,Apple
10414,loved,Apple
10416,free,Apple
10417,sad,Apple
10422,lost,Apple
10433,angry,Apple
10438,free,Apple
10440,attracted,Apple
10462,belittled,Apple
10467,apathetic,Apple
10479,attracted,Apple
10488,free,Apple
10492,attracted,Apple
10496,happy,Apple
10500,sad,Apple
10501,adequate,Apple
10507,belittled,Apple
10532,average,Apple
10559,lost,Apple
10582,codependent,Apple
10586,independent,Apple
10588,free,Apple
10599,happy,Apple
10605,esteemed,Apple
10613,fearful,Apple
10619,ecstatic,Apple
10635,adequate,Apple
10640,lost,Apple
10641,attracted,Apple
10642,fearless,Apple
10650,surprise,Apple
10683,lost,Apple
10693,powerless,Apple
10707,sad,Apple
10717,sad,Apple
10720,happy,Apple
10730,happy,Apple
10744,free,Apple
10745,ecstatic,Apple
10745,attracted,Apple
10762,demoralized,Apple
10767,adequate,Apple
10787,free,Apple
10795,lost,Apple
10808,ecstatic,Apple
10814,happy,Apple
10817,sad,Apple
10822,happy,Apple
10822,happy,Apple
10829,free,Apple
10862,attracted,Apple
10862,free,Apple
10866,attracted,Apple
10881,attracted,Apple
10881,free,Apple
10885,attracted,Apple
10897,sad,Apple
10900,happy,Apple
10913,sad,Apple
10934,free,Apple
10943,attached,Apple
10946,free,Apple
10970,sad,Apple
10999,happy,Apple
11005,happy,Apple
11016,attached,Apple
11045,fearful,Apple
11048,surprise,Apple
11050,ecstatic,Apple
11058,happy,Apple
11067,sad,Apple
11091,attracted,Apple
11103,angry,Apple
11110,happy,Apple
11118,lost,Apple
11120,bored,Apple
11123,free,Apple
11129,happy,Apple
11142,apathetic,Apple
11152,free,Apple
11159,attracted,Apple
11182,sad,Apple
11222,angry,Apple
11226,happy,Apple
11237,free,Apple
11242,powerless,Apple
11245,average,Apple
11252,sad,Apple
11256,attracted,Apple
11264,happy,Apple
11279,fearless,Apple
11285,lost,Apple
11291,free,Apple
11296,fearless,Apple
11299,lost,Apple
11314,free,Apple
11326,powerless,Apple
11334,average,Apple
11334,anxious,Apple
11343,happy,Apple
11357,happy,Apple
11367,sad,Apple
11372,fearful,Apple
11372,fearful,Apple
11399,sad,Apple
11403,attracted,Apple
11406,happy,Apple
11419,sad,Apple
11427,happy,Apple
11429,happy,Apple
11431,loved,Apple
11431,happy,Apple
11445,sad,Apple
11483,angry,Apple
11487,happy,Apple
11497,singled out,Apple
11502,happy,Apple
11512,singled out,Apple
11533,attached,Apple
11540,attracted,Apple
11546,sad,Apple
11551,happy,Apple
11560,free,Apple
11561,happy,Apple
11562,sad,Apple
11569,powerless,Apple
11589,happy,Apple
11593,attracted,Apple
11601,happy,Apple
11606,free,Apple
11615,adequate,Apple
11632,attracted,Apple
11639,happy,Apple
11642,powerless,Apple
11647,attracted,Apple
11655,happy,Apple
11660,anxious,Apple
11660,anxious,Apple
11661,sad,Apple
11668,sad,Apple
11693,happy,Apple
11706,happy,Apple
11707,happy,Apple
11715,lost,Apple
11719,fearful,Apple
11722,free,Apple
11740,happy,Apple
11740,loved,Apple
11748,angry,Apple
11755,sad,Apple
