text_index,emotion,company
36483,happy,Huawei
36488,attracted,Huawei
36500,attached,Huawei
36506,attached,Huawei
36539,happy,Huawei
36554,attached,Huawei
36556,happy,Huawei
36569,happy,Huawei
36581,happy,Huawei
36598,sad,Huawei
36599,codependent,Huawei
36613,sad,Huawei
36614,codependent,Huawei
36618,loved,Huawei
36624,singled out,Huawei
36648,free,Huawei
36657,happy,Huawei
36661,esteemed,Huawei
36666,fearful,Huawei
36671,free,Huawei
36685,attached,Huawei
36703,happy,Huawei
36705,attracted,Huawei
36707,esteemed,Huawei
36722,happy,Huawei
36726,free,Huawei
36727,demoralized,Huawei
36727,hated,Huawei
36727,happy,Huawei
36762,independent,Huawei
36764,average,Huawei
36772,happy,Huawei
36783,average,Huawei
36792,adequate,Huawei
36792,happy,Huawei
36796,fearless,Huawei
36799,attracted,Huawei
36802,lost,Huawei
36810,apathetic,Huawei
36817,happy,Huawei
36818,happy,Huawei
36818,loved,Huawei
36822,independent,Huawei
36826,happy,Huawei
36830,happy,Huawei
36833,happy,Huawei
36837,happy,Huawei
36837,angry,Huawei
36839,free,Huawei
36844,focused,Huawei
36857,fearful,Huawei
36857,cheated,Huawei
36864,happy,Huawei
36864,happy,Huawei
36869,happy,Huawei
36876,happy,Huawei
36876,happy,Huawei
36877,fearful,Huawei
36885,happy,Huawei
36913,happy,Huawei
36913,happy,Huawei
36921,demoralized,Huawei
36922,attracted,Huawei
36936,angry,Huawei
36938,happy,Huawei
36979,happy,Huawei
36988,attached,Huawei
36995,ecstatic,Huawei
37002,sad,Huawei
37011,free,Huawei
37018,happy,Huawei
37023,fearful,Huawei
37024,attached,Huawei
37024,attached,Huawei
37024,attached,Huawei
37026,focused,Huawei
37038,attached,Huawei
37042,attracted,Huawei
37046,happy,Huawei
37046,attached,Huawei
37049,ecstatic,Huawei
37054,happy,Huawei
37054,attracted,Huawei
37054,adequate,Huawei
37054,attached,Huawei
37054,happy,Huawei
37056,happy,Huawei
37056,attracted,Huawei
37056,adequate,Huawei
37056,attached,Huawei
37056,happy,Huawei
37057,happy,Huawei
37060,sad,Huawei
37061,happy,Huawei
37061,attracted,Huawei
37061,adequate,Huawei
37061,attached,Huawei
37061,happy,Huawei
37062,happy,Huawei
37064,happy,Huawei
37069,happy,Huawei
37070,happy,Huawei
37076,happy,Huawei
37076,attracted,Huawei
37089,cheated,Huawei
37093,happy,Huawei
37115,free,Huawei
37135,focused,Huawei
37143,happy,Huawei
37148,happy,Huawei
37178,fearful,Huawei
37180,happy,Huawei
37184,entitled,Huawei
37192,free,Huawei
37223,free,Huawei
37243,free,Huawei
37247,happy,Huawei
37286,focused,Huawei
37289,free,Huawei
37291,free,Huawei
37301,ecstatic,Huawei
37303,sad,Huawei
37319,fearful,Huawei
37321,adequate,Huawei
37333,free,Huawei
37343,focused,Huawei
37351,attached,Huawei
37355,happy,Huawei
37368,happy,Huawei
37369,fearful,Huawei
37377,sad,Huawei
37399,attached,Huawei
37399,attached,Huawei
37401,free,Huawei
37407,sad,Huawei
37409,anxious,Huawei
37421,free,Huawei
37436,sad,Huawei
37475,sad,Huawei
37476,powerless,Huawei
37479,cheated,Huawei
37486,demoralized,Huawei
37523,happy,Huawei
37525,happy,Huawei
37532,fearful,Huawei
37534,attracted,Huawei
37550,happy,Huawei
37550,happy,Huawei
37566,free,Huawei
37566,free,Huawei
37589,fearful,Huawei
37591,free,Huawei
37592,esteemed,Huawei
37596,happy,Huawei
37600,focused,Huawei
37605,average,Huawei
37618,happy,Huawei
37618,free,Huawei
37622,attracted,Huawei
37627,singled out,Huawei
37632,singled out,Huawei
37634,attached,Huawei
37651,sad,Huawei
37665,demoralized,Huawei
37670,adequate,Huawei
37678,free,Huawei
37679,powerless,Huawei
37702,happy,Huawei
37724,happy,Huawei
37749,fearless,Huawei
37749,surprise,Huawei
37754,happy,Huawei
37755,happy,Huawei
37757,happy,Huawei
37758,happy,Huawei
37760,fearful,Huawei
37774,attracted,Huawei
37780,free,Huawei
37792,adequate,Huawei
37801,fearful,Huawei
37801,attached,Huawei
37802,attracted,Huawei
37815,happy,Huawei
37817,happy,Huawei
37841,fearful,Huawei
37847,attracted,Huawei
37866,free,Huawei
37868,independent,Huawei
37881,free,Huawei
37883,independent,Huawei
37888,average,Huawei
37909,sad,Huawei
37924,ecstatic,Huawei
37924,attached,Huawei
37926,happy,Huawei
37927,free,Huawei
37932,attached,Huawei
37935,independent,Huawei
37938,attracted,Huawei
37947,powerless,Huawei
37947,independent,Huawei
37962,happy,Huawei
37970,fearless,Huawei
37974,demoralized,Huawei
37974,free,Huawei
37991,free,Huawei
37997,average,Huawei
37997,hated,Huawei
37999,happy,Huawei
37999,happy,Huawei
37999,ecstatic,Huawei
38005,free,Huawei
38006,free,Huawei
38007,free,Huawei
38019,happy,Huawei
38038,free,Huawei
38053,sad,Huawei
38060,hated,Huawei
38070,happy,Huawei
38070,happy,Huawei
38072,sad,Huawei
38081,lustful,Huawei
38084,demoralized,Huawei
38085,happy,Huawei
38091,demoralized,Huawei
38100,happy,Huawei
38101,free,Huawei
38106,embarrassed,Huawei
38110,sad,Huawei
38110,sad,Huawei
38112,powerless,Huawei
38121,happy,Huawei
38126,ecstatic,Huawei
38139,surprise,Huawei
38139,fearful,Huawei
38142,happy,Huawei
38145,happy,Huawei
38145,happy,Huawei
38155,apathetic,Huawei
38157,attracted,Huawei
38158,attracted,Huawei
38186,happy,Huawei
38192,independent,Huawei
38194,happy,Huawei
38195,free,Huawei
38250,attached,Huawei
38297,free,Huawei
38319,happy,Huawei
38323,powerless,Huawei
38326,demoralized,Huawei
38327,happy,Huawei
38331,happy,Huawei
38340,happy,Huawei
38343,free,Huawei
38343,happy,Huawei
38343,happy,Huawei
38366,esteemed,Huawei
38366,free,Huawei
38370,obsessed,Huawei
38371,esteemed,Huawei
38371,free,Huawei
38374,surprise,Huawei
38383,fearful,Huawei
38392,attracted,Huawei
38393,happy,Huawei
38394,fearful,Huawei
38404,sad,Huawei
38407,happy,Huawei
38416,sad,Huawei
38418,sad,Huawei
38421,attracted,Huawei
38431,happy,Huawei
38433,attracted,Huawei
38453,free,Huawei
38470,happy,Huawei
38488,powerless,Huawei
38504,attached,Huawei
38522,attached,Huawei
38555,happy,Huawei
38558,happy,Huawei
38567,anxious,Huawei
38584,hated,Huawei
38622,sad,Huawei
38626,ecstatic,Huawei
38629,happy,Huawei
38630,free,Huawei
38635,cheated,Huawei
38651,ecstatic,Huawei
38682,happy,Huawei
38690,lost,Huawei
38691,lost,Huawei
38693,free,Huawei
38698,happy,Huawei
38705,safe,Huawei
38709,free,Huawei
38714,attached,Huawei
38717,happy,Huawei
38717,fearful,Huawei
38719,sad,Huawei
38750,angry,Huawei
38756,alone,Huawei
38757,happy,Huawei
38775,free,Huawei
38782,happy,Huawei
38787,fearful,Huawei
38787,fearless,Huawei
38787,free,Huawei
38793,happy,Huawei
38798,sad,Huawei
38807,happy,Huawei
38844,ecstatic,Huawei
38860,surprise,Huawei
38914,happy,Huawei
38916,ecstatic,Huawei
38919,happy,Huawei
38943,free,Huawei
38948,independent,Huawei
38962,happy,Huawei
38981,sad,Huawei
38989,attached,Huawei
38994,happy,Huawei
38996,happy,Huawei
39005,loved,Huawei
39012,ecstatic,Huawei
39039,happy,Huawei
39069,free,Huawei
39074,free,Huawei
39086,attached,Huawei
39087,sad,Huawei
39087,sad,Huawei
39088,ecstatic,Huawei
39089,free,Huawei
39093,happy,Huawei
39102,ecstatic,Huawei
39111,happy,Huawei
39113,cheated,Huawei
39117,free,Huawei
39146,happy,Huawei
39162,happy,Huawei
39172,happy,Huawei
39182,free,Huawei
39209,attracted,Huawei
39219,cheated,Huawei
39219,esteemed,Huawei
39224,happy,Huawei
39236,happy,Huawei
39243,demoralized,Huawei
39244,demoralized,Huawei
39255,lost,Huawei
39277,happy,Huawei
39315,free,Huawei
39321,happy,Huawei
39331,attracted,Huawei
39338,cheated,Huawei
39345,free,Huawei
39364,ecstatic,Huawei
39375,attached,Huawei
39378,ecstatic,Huawei
39384,happy,Huawei
39384,attracted,Huawei
39385,happy,Huawei
39405,free,Huawei
39414,independent,Huawei
39425,happy,Huawei
39474,free,Huawei
39479,focused,Huawei
39479,focused,Huawei
39481,sad,Huawei
39484,free,Huawei
39486,free,Huawei
39487,free,Huawei
39490,free,Huawei
39492,free,Huawei
39494,fearful,Huawei
39495,focused,Huawei
39495,focused,Huawei
39502,free,Huawei
39506,anxious,Huawei
39508,free,Huawei
39529,powerless,Huawei
39529,happy,Huawei
39529,happy,Huawei
39547,happy,Huawei
39563,attracted,Huawei
39569,ecstatic,Huawei
39594,happy,Huawei
39599,hated,Huawei
39599,demoralized,Huawei
39602,attracted,Huawei
39627,free,Huawei
39646,sad,Huawei
39654,esteemed,Huawei
39659,free,Huawei
39666,happy,Huawei
39666,free,Huawei
39667,happy,Huawei
39678,free,Huawei
39683,powerless,Huawei
39684,happy,Huawei
39689,happy,Huawei
39692,esteemed,Huawei
39699,happy,Huawei
39701,happy,Huawei
39705,free,Huawei
39714,powerless,Huawei
39717,free,Huawei
39729,attracted,Huawei
39733,happy,Huawei
39741,happy,Huawei
39747,esteemed,Huawei
39760,free,Huawei
39766,free,Huawei
39772,free,Huawei
39773,happy,Huawei
39782,free,Huawei
39793,focused,Huawei
39797,happy,Huawei
39799,free,Huawei
39809,happy,Huawei
39814,happy,Huawei
39817,angry,Huawei
39823,happy,Huawei
39827,happy,Huawei
39832,happy,Huawei
39835,angry,Huawei
39841,happy,Huawei
39860,attached,Huawei
39871,lost,Huawei
39871,lost,Huawei
39875,happy,Huawei
39883,sad,Huawei
39886,attached,Huawei
39888,attached,Huawei
39890,ecstatic,Huawei
39894,happy,Huawei
39917,free,Huawei
39918,sad,Huawei
39930,happy,Huawei
39942,powerless,Huawei
39967,attached,Huawei
39996,sad,Huawei
40011,fearless,Huawei
40018,happy,Huawei
40027,happy,Huawei
40029,happy,Huawei
40039,alone,Huawei
40040,safe,Huawei
40040,sad,Huawei
40054,attached,Huawei
40057,loved,Huawei
40073,happy,Huawei
40076,sad,Huawei
40082,attached,Huawei
40086,happy,Huawei
40093,happy,Huawei
40093,happy,Huawei
40100,happy,Huawei
40105,loved,Huawei
40105,demoralized,Huawei
40115,happy,Huawei
40117,happy,Huawei
40127,sad,Huawei
40128,happy,Huawei
40145,ecstatic,Huawei
40149,free,Huawei
40173,sad,Huawei
40176,free,Huawei
40181,adequate,Huawei
40189,free,Huawei
40190,happy,Huawei
40196,fearful,Huawei
40197,happy,Huawei
40199,attracted,Huawei
40199,attracted,Huawei
40207,happy,Huawei
40238,happy,Huawei
40288,free,Huawei
40291,fearful,Huawei
40291,attracted,Huawei
40313,happy,Huawei
40313,attached,Huawei
40339,attached,Huawei
40351,happy,Huawei
40358,esteemed,Huawei
40361,attracted,Huawei
40395,fearless,Huawei
40396,fearless,Huawei
40411,independent,Huawei
40420,fearless,Huawei
40433,happy,Huawei
40440,happy,Huawei
40442,happy,Huawei
40444,demoralized,Huawei
40455,free,Huawei
40467,cheated,Huawei
40473,free,Huawei
40485,cheated,Huawei
40495,happy,Huawei
40508,bored,Huawei
40508,happy,Huawei
40509,sad,Huawei
40514,average,Huawei
40520,happy,Huawei
40527,ecstatic,Huawei
40537,independent,Huawei
40539,happy,Huawei
40559,powerless,Huawei
40562,free,Huawei
40567,adequate,Huawei
40570,adequate,Huawei
40576,free,Huawei
40577,free,Huawei
40585,free,Huawei
40589,alone,Huawei
40591,free,Huawei
40592,happy,Huawei
40598,free,Huawei
40600,attracted,Huawei
40616,happy,Huawei
40617,free,Huawei
40619,free,Huawei
40634,adequate,Huawei
40638,happy,Huawei
40653,happy,Huawei
40656,free,Huawei
40659,loved,Huawei
40664,esteemed,Huawei
40678,attracted,Huawei
40679,attracted,Huawei
40682,sad,Huawei
40691,entitled,Huawei
40704,attracted,Huawei
40718,angry,Huawei
40721,free,Huawei
40724,esteemed,Huawei
40730,happy,Huawei
40732,happy,Huawei
40733,free,Huawei
40735,free,Huawei
40737,happy,Huawei
40739,free,Huawei
40742,free,Huawei
40743,happy,Huawei
40745,free,Huawei
40746,happy,Huawei
40747,free,Huawei
40754,focused,Huawei
40756,free,Huawei
40758,free,Huawei
40763,surprise,Huawei
40773,powerless,Huawei
40773,powerless,Huawei
40783,happy,Huawei
40784,fearful,Huawei
40788,happy,Huawei
40788,happy,Huawei
40796,happy,Huawei
40828,sad,Huawei
40836,ecstatic,Huawei
40840,fearless,Huawei
40859,singled out,Huawei
40897,independent,Huawei
40899,angry,Huawei
40917,surprise,Huawei
40918,happy,Huawei
40927,singled out,Huawei
40941,sad,Huawei
40945,free,Huawei
40954,independent,Huawei
40962,happy,Huawei
40981,happy,Huawei
40986,focused,Huawei
40994,happy,Huawei
41003,focused,Huawei
41011,free,Huawei
41015,independent,Huawei
41022,happy,Huawei
41022,sad,Huawei
41029,attached,Huawei
41030,fearful,Huawei
41049,attracted,Huawei
41050,fearful,Huawei
41057,happy,Huawei
41067,happy,Huawei
41074,happy,Huawei
41082,free,Huawei
41085,free,Huawei
41101,happy,Huawei
41119,alone,Huawei
41119,free,Huawei
41137,happy,Huawei
41156,happy,Huawei
41179,happy,Huawei
41179,happy,Huawei
41190,happy,Huawei
41193,average,Huawei
41208,happy,Huawei
41209,happy,Huawei
41231,free,Huawei
41232,free,Huawei
41233,happy,Huawei
41234,happy,Huawei
41235,happy,Huawei
41236,happy,Huawei
41238,happy,Huawei
41241,free,Huawei
41243,happy,Huawei
41244,happy,Huawei
41245,happy,Huawei
41246,happy,Huawei
41248,happy,Huawei
41249,happy,Huawei
41257,happy,Huawei
41259,happy,Huawei
41270,happy,Huawei
41274,attached,Huawei
41282,free,Huawei
41283,independent,Huawei
41287,happy,Huawei
41296,happy,Huawei
41297,happy,Huawei
41298,happy,Huawei
41298,focused,Huawei
41300,attracted,Huawei
41310,happy,Huawei
41313,happy,Huawei
41330,happy,Huawei
41330,happy,Huawei
41337,happy,Huawei
41344,happy,Huawei
41346,fearless,Huawei
41347,happy,Huawei
41348,happy,Huawei
41362,free,Huawei
41365,powerless,Huawei
41377,free,Huawei
41384,free,Huawei
41387,free,Huawei
41388,happy,Huawei
41388,happy,Huawei
41388,happy,Huawei
41405,free,Huawei
41408,entitled,Huawei
41414,entitled,Huawei
41416,happy,Huawei
41426,happy,Huawei
41436,happy,Huawei
41446,happy,Huawei
41471,happy,Huawei
41475,adequate,Huawei
41477,happy,Huawei
41483,free,Huawei
41485,free,Huawei
41485,sad,Huawei
41485,free,Huawei
41485,sad,Huawei
41487,loved,Huawei
41488,independent,Huawei
41517,sad,Huawei
41531,happy,Huawei
41540,happy,Huawei
41541,sad,Huawei
41542,happy,Huawei
41549,attached,Huawei
41549,fearless,Huawei
41555,happy,Huawei
41555,free,Huawei
41560,free,Huawei
41561,attached,Huawei
41561,free,Huawei
41578,sad,Huawei
41591,independent,Huawei
41596,adequate,Huawei
41621,happy,Huawei
41624,free,Huawei
41639,esteemed,Huawei
41641,powerless,Huawei
41647,entitled,Huawei
41647,fearless,Huawei
41653,sad,Huawei
41655,happy,Huawei
41660,sad,Huawei
41661,attracted,Huawei
41667,fearless,Huawei
41683,happy,Huawei
41683,happy,Huawei
41724,attracted,Huawei
41731,powerless,Huawei
41737,powerless,Huawei
41742,happy,Huawei
41744,happy,Huawei
41746,happy,Huawei
41747,free,Huawei
41754,hated,Huawei
41759,attracted,Huawei
41774,powerless,Huawei
41780,happy,Huawei
41780,happy,Huawei
41786,attached,Huawei
41788,lost,Huawei
41790,free,Huawei
41792,surprise,Huawei
41797,attracted,Huawei
41799,happy,Huawei
41807,powerless,Huawei
41818,happy,Huawei
41843,free,Huawei
41848,happy,Huawei
41859,fearful,Huawei
41860,attracted,Huawei
41864,free,Huawei
41867,sad,Huawei
41868,ecstatic,Huawei
41877,happy,Huawei
41878,attached,Huawei
41886,happy,Huawei
41913,happy,Huawei
41927,happy,Huawei
41930,attached,Huawei
41938,ecstatic,Huawei
41940,happy,Huawei
41946,happy,Huawei
41951,happy,Huawei
41958,happy,Huawei
41959,fearless,Huawei
41963,free,Huawei
41966,independent,Huawei
41967,free,Huawei
41997,free,Huawei
42001,happy,Huawei
42008,adequate,Huawei
42015,free,Huawei
42030,sad,Huawei
42032,attached,Huawei
42034,free,Huawei
42040,bored,Huawei
42044,sad,Huawei
42049,loved,Huawei
42067,attracted,Huawei
42087,happy,Huawei
42106,sad,Huawei
42157,fearless,Huawei
42180,powerless,Huawei
42194,free,Huawei
42195,attracted,Huawei
42200,powerless,Huawei
42213,happy,Huawei
42262,free,Huawei
42281,happy,Huawei
42281,happy,Huawei
42318,happy,Huawei
42333,happy,Huawei
42398,happy,Huawei
42406,happy,Huawei
42433,free,Huawei
42455,happy,Huawei
42531,attracted,Huawei
42566,attracted,Huawei
42567,happy,Huawei
